ppm,val
-1.000000,0.000000
-0.999901,0.000000
-0.999802,0.000000
-0.999702,0.000000
-0.999603,0.000000
-0.999504,0.000000
-0.999405,0.000000
-0.999306,0.000000
-0.999207,0.000000
-0.999107,0.000000
-0.999008,0.000000
-0.998909,0.000000
-0.998810,0.000000
-0.998711,0.000000
-0.998611,0.000000
-0.998512,0.000000
-0.998413,0.000000
-0.998314,0.000000
-0.998215,0.000000
-0.998115,0.000000
-0.998016,0.000000
-0.997917,0.000000
-0.997818,0.000000
-0.997719,0.000000
-0.997620,0.000000
-0.997520,0.000000
-0.997421,0.000000
-0.997322,0.000000
-0.997223,0.000000
-0.997124,0.000000
-0.997024,0.000000
-0.996925,0.000000
-0.996826,0.000000
-0.996727,0.000000
-0.996628,0.000000
-0.996528,0.000000
-0.996429,0.000000
-0.996330,0.000000
-0.996231,0.000000
-0.996132,0.000000
-0.996033,0.000000
-0.995933,0.000000
-0.995834,0.000000
-0.995735,0.000000
-0.995636,0.000000
-0.995537,0.000000
-0.995437,0.000000
-0.995338,0.000000
-0.995239,0.000000
-0.995140,0.000000
-0.995041,0.000000
-0.994942,0.000000
-0.994842,0.000000
-0.994743,0.000000
-0.994644,0.000000
-0.994545,0.000000
-0.994446,0.000000
-0.994346,0.000000
-0.994247,0.000000
-0.994148,0.000000
-0.994049,0.000000
-0.993950,0.000000
-0.993850,0.000000
-0.993751,0.000000
-0.993652,0.000000
-0.993553,0.000000
-0.993454,0.000000
-0.993355,0.000000
-0.993255,0.000000
-0.993156,0.000000
-0.993057,0.000000
-0.992958,0.000000
-0.992859,0.000000
-0.992759,0.000000
-0.992660,0.000000
-0.992561,0.000000
-0.992462,0.000000
-0.992363,0.000000
-0.992263,0.000000
-0.992164,0.000000
-0.992065,0.000000
-0.991966,0.000000
-0.991867,0.000000
-0.991768,0.000000
-0.991668,0.000000
-0.991569,0.000000
-0.991470,0.000000
-0.991371,0.000000
-0.991272,0.000000
-0.991172,0.000000
-0.991073,0.000000
-0.990974,0.000000
-0.990875,0.000000
-0.990776,0.000000
-0.990677,0.000000
-0.990577,0.000000
-0.990478,0.000000
-0.990379,0.000000
-0.990280,0.000000
-0.990181,0.000000
-0.990081,0.000000
-0.989982,0.000000
-0.989883,0.000000
-0.989784,0.000000
-0.989685,0.000000
-0.989585,0.000000
-0.989486,0.000000
-0.989387,0.000000
-0.989288,0.000000
-0.989189,0.000000
-0.989090,0.000000
-0.988990,0.000000
-0.988891,0.000000
-0.988792,0.000000
-0.988693,0.000000
-0.988594,0.000000
-0.988494,0.000000
-0.988395,0.000000
-0.988296,0.000000
-0.988197,0.000000
-0.988098,0.000000
-0.987999,0.000000
-0.987899,0.000000
-0.987800,0.000000
-0.987701,0.000000
-0.987602,0.000000
-0.987503,0.000000
-0.987403,0.000000
-0.987304,0.000000
-0.987205,0.000000
-0.987106,0.000000
-0.987007,0.000000
-0.986907,0.000000
-0.986808,0.000000
-0.986709,0.000000
-0.986610,0.000000
-0.986511,0.000000
-0.986412,0.000000
-0.986312,0.000000
-0.986213,0.000000
-0.986114,0.000000
-0.986015,0.000000
-0.985916,0.000000
-0.985816,0.000000
-0.985717,0.000000
-0.985618,0.000000
-0.985519,0.000000
-0.985420,0.000000
-0.985320,0.000000
-0.985221,0.000000
-0.985122,0.000000
-0.985023,0.000000
-0.984924,0.000000
-0.984825,0.000000
-0.984725,0.000000
-0.984626,0.000000
-0.984527,0.000000
-0.984428,0.000000
-0.984329,0.000000
-0.984229,0.000000
-0.984130,0.000000
-0.984031,0.000000
-0.983932,0.000000
-0.983833,0.000000
-0.983734,0.000000
-0.983634,0.000000
-0.983535,0.000000
-0.983436,0.000000
-0.983337,0.000000
-0.983238,0.000000
-0.983138,0.000000
-0.983039,0.000000
-0.982940,0.000000
-0.982841,0.000000
-0.982742,0.000000
-0.982642,0.000000
